,mol,flag
784,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCOCCOCCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,0
1220,COC1=C(O)C=C(O)C2=C1OC(=CC2=O)C3=CC=C(OCCCCCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3,0
489,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCC(=O)N2CCN(CC[C@H](CSC3=CC=CC=C3)NC4=CC=C(C=C4[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C5=CC=C(C=C5)N6CCN(CC6)CC7=C(CCC(C)(C)C7)C8=CC=C(Cl)C=C8)CC2)C(C)(C)C)C9=CC=C(C=C9)C%10=C(C)N=CS%10,0
154,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,1
638,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCCCCCCCCCC[N]3C=C(CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,1
662,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCOCC[N]3C=C(CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,0
853,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCC4=CC=C(C=N4)C#CC5=CC=C(C=C5)N6C(=S)N(C(=O)C6(C)C)C7=CC=C(C#N)C(=C7)C(F)(F)F)C(C)(C)C)C=C2,1
287,ClC1=CC=CC(=C1C(=O)NC2=C[NH]N=C2C(=O)NC3CCNCC3)Cl,0
625,COC1=CC(=CC(=C1CN2CCN(CCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)OC)C6=CN(C)C(=O)C7=CN=CC=C67,1
1160,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)F)C=N1,0
685,COC1=CC(=CC=C1NC2=NC=C3C(=CC(=O)N(C4=CC(=CC=C4)NC(=O)C=C)C3=N2)C)N5CCN(CCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C)CC5,0
1049,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)CCC[N]5C=C(C=N5)C#CC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C(=O)NC(C9=CC=CC=C9)C%10=CC=CC=C%10,1
933,CC(C)(O)C1=NC(=CC=C1)N2N(CC=C)C(=O)C3=CN=C(NC4=CC=C(C=C4)N5CCN(CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)N=C23,1
569,CC1=CC=C(C=C1)[N]2N=C3C(=O)N(CCCC(=O)NCCCOCCOCCOCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=C(C)C3=C2C,1
1177,COC1=CC=C(C=C1OCC(=O)N2CCC(CC2)C3CCN(CC3)C(=O)OC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CN(C)C(=O)C8=C7SC(=C8)C(=N)NC9CC[S](=O)(=O)CC9,1
734,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCOCCOCCOCCNC(=O)CN2CCN(CC2)C3=CC=C(NC4=NC=C5C(=C(C(C)=O)C(=O)N(C6CCCC6)C5=N4)C)N=C3)C(C)(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8,1
792,FC(F)(Cl)OC1=CC=C(NC(=O)C2=CN=C(N3CC[C@H](C3)NC(=O)CCCC4=C[N](CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C(=C2)C8=N[NH]C=C8)C=C1,1
17,NC1=NC2=C(N=C[N]2[C@H]3O[C@@H](CO[P](O)(=O)O[P](O)(=O)NCCCCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@H](O)[C@@H]3O)C(=O)N1,0
127,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
322,CN1C(=O)N(CC2=C[N](CCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)N=N2)C(C6=CC=CC=C6)C7=CC(=CC=C17)C8=C(C)ON=C8C,1
255,COC1=CC(=CC=C1OCC2=CC=C(C=C2C(F)(F)F)C(F)(F)F)\C=C(/C#N)C(=O)NCCOCCOCCOCCN[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C,1
1008,CN1C(=O)CCC2=C1C3=CC(=C2)NC4=NC(=NC=C4Cl)N5CCN(C[C@@H]5COCCO3)C(=O)CCC(=O)NCCCOCCOCCOC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,1
927,CC[S](=O)(=O)NC1=CC=C(OC2=CC=C(F)C=C2F)C(=C1)C3=CN(C)C(=O)C4=C3C=C([NH]4)C(=O)NCC5=C[N](CCOCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1
1213,COC1=C(O)C=C(O)C2=C1OC(=CC2=O)C3=CC=C(OCC4=C[N](CCCCCCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3,1
190,O=C(CCC(=O)N1CCN(CC1)CC2=CC=C(NC(=O)C3=N[NH]C=C3NC4=C5C=C[NH]C5=NC=N4)C=C2)NCCCCNC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
115,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCOCCNC(=O)CCC(=O)NC(C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C)N=N5)N=C2N(C9CCCC9)C1=O,0
1207,CN(C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(OCCOCCOCCOCCOCCC(=O)NCCOC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3)[S](C)(=O)=O,1
1085,OC1=CC=C2CN(C(=O)OC2=C1)C3=CC=C(NC(=O)CCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3,1
606,COC1=CC(=CC(=C1CN2CCN(CCOCCOCCOCCOCCOC3=CC(=CC=C3CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C5(F)CC5)C(C)(C)C)C6=C(C)N=CS6)CC2)OC)C7=CN(C)C(=O)C8=CN=CC=C78,1
180,CC/C(C1=CC=CC=C1)=C(C2=CC=C(O)C=C2)/C3=CC=C(OCCN(C)CCOCCOCCOCC(=O)N[C@@H](C(C)C)C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C=C3,1
301,O=C(CCC(=O)N1CCN(CC1)CC2=CC=C(NC(=O)C3=N[NH]C=C3NC4=C5C=C[NH]C5=NC=N4)C=C2)NCCNC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6,1
496,CC1(C)CCC(=C(CN2CCN(CC2)C3=CC=C(C=C3)C(=O)N[S](=O)(=O)C4=CC=C(N[C@@H](CCN5CCN(CC5)C(=O)CCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CSC9=CC=CC=C9)C(=C4)[S](=O)(=O)C(F)(F)F)C1)C%10=CC=C(Cl)C=C%10,1
348,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)SCCCCNC(=O)C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(=C6C)C)[N]7C(=NN=C47)C,1
1068,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)OCCCCC#CC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)C(=O)NC(C8=CC=CC=C8)C9=CC=CC=C9,1
36,CCN(CCCCC1=C[N](CC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)C3=CC=C(C=C3)C4=C(C)N=CS4)C(C)(C)C)N=C1)CCOC5=CC=C(C=C5)C(=O)C6=C(SC7=CC(=CC=C67)O)C8=CC=C(O)C=C8,1
744,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CCOCCOCCOCCNC(=O)COC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4)N=C2N(C8CCCC8)C1=O,1
1115,O=C1CCC(N2C(=O)C3=CC=C(NCCOCCOCCOCCN4CCN(CC4)C5=CC=C(C=N5)C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C9=CC=CC=C9)C(=O)C7=C6)C=C3C2=O)C(=O)N1,0
1022,ClC1=CC=CC(=C1)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)OCCOCC5=C[N](CC(=O)NC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1
517,CN(CC[C@@H](CSC1=CC=CC=C1)NC2=CC=C(C=C2[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C)(C)C5)C6=CC=C(Cl)C=C6)C(=O)CCCCCC[N]7C=C(COCCOCCOCCNC8=CC=CC9=C8C(=O)N(C%10CCC(=O)NC%10=O)C9=O)N=N7,1
372,O=C1CCC(N2C(=O)C3=CC=C(C=C3C2=O)C(=O)NCCOCCOCCNC(=O)C4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C(=O)N1,0
45,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)C)CCOC4=CC=C(C=C4)C(=O)C5=C(SC6=CC(=CC=C56)O)C7=CC=C(O)C=C7,1
476,CC[C@H]1N(C2CCCC2)C3=NC(=NC=C3N(C)C1=O)NC4=CC=C(C=C4OC)C(=O)NCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1
157,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
1080,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)COCCOCCOCCOCCOC5=C(F)C(=CC(=C5)F)CNC6=NC(=NC=C6Cl)NC7=C[N](C)N=C7,1
171,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
16,NC1=NC2=C(C(=O)N1)[N+](=C[N]2[C@H]3O[C@@H](CO[P](O)(=O)O[P](O)(=O)NCCCCCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)[C@H](O)[C@@H]3O)CC7=CC=CC=C7,0
511,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCCCC(=O)N2CCN(CC[C@H](CSC3=CC=CC=C3)NC4=CC=C(C=C4[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C5=CC=C(C=C5)N6CCN(CC6)CC7=C(CCC(C)(C)C7)C8=CC=C(Cl)C=C8)CC2)C(C)(C)C)C9=CC=C(C=C9)C%10=C(C)N=CS%10,1
48,CCN(CCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)C)CCOC4=CC=C(C=C4)C(=O)C5=C(SC6=CC(=CC=C56)O)C7=CC=C(O)C=C7,1
191,O=C(CCC(=O)N1CCN(CC1)CC2=CC=C(NC(=O)C3=N[NH]C=C3NC4=C5C=C[NH]C5=NC=N4)C=C2)NCCCCCCNC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
546,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCCCCN2CCN(CC[C@H](CSC3=CC=CC=C3)NC4=CC=C(C=C4[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C5=CC=C(C=C5)N6CCN(CC6)CC7=C(CCC(C)(C)C7)C8=CC=C(Cl)C=C8)CC2)C(C)(C)C)C9=CC=C(C=C9)C%10=C(C)N=CS%10,1
515,CN(CC[C@@H](CSC1=CC=CC=C1)NC2=CC=C(C=C2[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=C(CCC(C)(C)C5)C6=CC=C(Cl)C=C6)C(=O)CCC[N]7C=C(COCCOCCOCCNC8=CC=CC9=C8C(=O)N(C%10CCC(=O)NC%10=O)C9=O)N=N7,1
658,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCCCCCCCCCC[N]3C=C(CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,1
1003,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1
828,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=C(C=C7)C#C)C8=CC(=NO8)C,1
1036,COC1=CC(=CC=C1NC2=NC=C(Cl)C(=N2)NC3=CC=CC=C3[P](C)(C)=O)N4CCN(CC4)C(=O)CCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)C(C)(C)C,1
480,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCOCCC(=O)N2CCN(CC[C@H](CSC3=CC=CC=C3)NC4=CC=C(C=C4[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C5=CC=C(C=C5)N6CCN(CC6)CC7=C(CCC(C)(C)C7)C8=CC=C(Cl)C=C8)CC2)C(C)(C)C)C9=CC=C(C=C9)C%10=C(C)N=CS%10,1
959,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)N[C@H]4COCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC6=CC=C(C=C6OCCOCCOC4)C7=C(C)N=CS7)C(C)(C)C)N=C2C8=CC=C(Cl)C=C8)C,1
1162,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)F)C=N1,0
283,COC1=CC(=CC=C1OCCCN2CCN(CCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C5CCC(=O)NC5=O)C4=O)CC2)C6=CN=C7C=CC=C(C8=CC(=C(CN9CC[S](=O)(=O)CC9)C(=C8)F)F)C7=N6,0
1062,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C[P](O)(O)=O)C(=O)N12)C(=O)CCCCCC#CC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)C(=O)NC(C8=CC=CC=C8)C9=CC=CC=C9,0
797,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)OCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1
1004,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,1
225,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCC3=C[N](CCCC(=O)NCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1
26,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCCCCCCN(CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=CC(=CC=C34)O)C5=CC=C(O)C=C5)C6CCCCC6)C(C)(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8,1
282,COC1=CC(=CC=C1OCCCN2CCN(CCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N3C[C@@H](O)C[C@@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)C6=CN=C7C=CC=C(C8=CC(=C(CN9CC[S](=O)(=O)CC9)C(=C8)F)F)C7=N6,0
1183,BrC1=CC=C(SC2=CC=C3C(=O)N(CCNC(=O)CCCCC(=O)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)C7=CC=CC2=C37)C=C1,1
437,CN(CCCNC1=NC(=NC=C1Br)NC2=CC=C(OCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C=C2)C(=O)C6CCC6,1
1201,CN(C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(OCCOCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)C=C3)[S](C)(=O)=O,1
364,COC1=CC(=C(Cl)C=C1Cl)NC2=C3C=C(OC)C(=CC3=NC=C2C#N)OCCCN4CCN(CCCCCCOCCOCCOCCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4,1
229,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCNC(=O)C3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)OCC6=CC=C(F)C=C6F,1
37,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)C)CCOC4=CC=C(C=C4)C(=O)C5=C(SC6=CC(=CC=C56)O)C7=CC=C(O)C=C7,0
669,ONC(=O)C1=CC=C(CN(CCCCC2=C[N](CCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)N=N2)C(=O)NC6=CC=CC=C6)C=C1,1
749,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CCNC(=O)COC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4)N=C2N(C8CCCC8)C1=O,1
1214,CC(C)(C)C1=CN=C(CSC2=CN=C(NC(=O)C3CCN(CC3)CC(=O)NCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)S2)O1,1
374,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)NCCCOCCOCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)N1,1
469,CC1=CC(=N[NH]1)NC2=NC(=NC=C2Cl)NC3=CC=C(OCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3,0
882,CN(C1=NC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(NC(=O)C4=C[N](CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3)[S](C)(=O)=O,1
1057,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)CCCCCC#CC5=CC=C6CN(C7CCC(=O)NC7=O)C(=O)C6=C5)C(=O)NC(C8=CC=CC=C8)C9=CC=CC=C9,1
1219,COC1=C(O)C=C(O)C2=C1OC(=CC2=O)C3=CC=C(OCCCCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3,0
687,COC1=CC(=CC=C1NC2=NC=C3C(=CC(=O)N(C4=CC=CC(=C4)NC(=O)C=C)C3=N2)C)N5CCN(CC5)C(=O)CCCCCCCCCCCNC(=O)C6=CC=C(NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]7C8=C(F)C(=CC=C8)Cl)C9=CC=C(Cl)C=C9F)C(=C6)OC,1
32,CCN(CCOC1=CC=C(C=C1)C(=O)C2=C(SC3=CC(=CC=C23)O)C4=CC=C(O)C=C4)CCC5CCN(CCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)C7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C)CC5,0
639,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCCCCCCCCCCC[N]3C=C(CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,1
1134,OCC1CCN(CC1)C2=NC(=NC3=C2C=C(NC4=CC=C(C=N4)N5CCN(CCCCC(=O)NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)CC5)N=C3)NC9=CC=C(F)C=C9,1
194,O=C(CCC(=O)N1CCN(CC1)CC2=CC=C(NC(=O)C3=N[NH]C=C3NC4=C5C=C[NH]C5=NC=N4)C=C2)NCCCOCCOCCOCCNC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0
1139,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCN4CCN(CC4)C5=CC=C(NC6=CC7=C(C=N6)N=C(NC8=CC=C(F)C=C8)N=C7N9CCC(CO)CC9)N=C5)C(C)(C)C)C=C2,1
1147,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)F)C=N1,0
1018,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C(=C2)OCCOC5=CC=C(CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O)C=C5,1
503,CC1(C)CCC(=C(CN2CCN(CC2)C3=CC=C(C=C3)C(=O)N[S](=O)(=O)C4=CC=C(N[C@@H](CCN5CCN(CCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)CC5)CSC9=CC=CC=C9)C(=C4)[S](=O)(=O)C(F)(F)F)C1)C%10=CC=C(Cl)C=C%10,1
915,FC1=C(C=CC=C1Cl)[C@H]2[C@@H](NC3(CCCCC3)[C@@]24C(=O)NC5=CC(=CC=C45)Cl)C(=O)NC6=CC=C(C=C6)C(=O)NCCCCCCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,0
1033,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOC4=CC=C5[N]6C=C(N=C6SC5=C4)C7=CC=C(NC(=O)NC8=NOC(=C8)C(C)(C)C)C=C7)C(C)(C)C)C=C2,1
1217,ClC1=CN=C(NC2CCC(CC2)NCCCCCCNC(=O)CNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)C=C1C6=CC=CC(=N6)NCC7(CCOCC7)C#N,0
1121,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)OCC(=O)NCCCCNC(=O)CN4CCN(CC4)C5=CC=C(C=C5)C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C9=CC=CC=C9)C(=O)C7=C6)C(=O)N1,0
800,NC1=NC=NC2=C1C(=N[N]2[C@@H]3C[C@H](N(C3)C(=O)C=C)C(=O)NCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=C(OC8=CC=CC=C8)C=C7,1
579,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](NC(=O)COCCOCCOCCNC(=O)CCC(=O)CCC(=O)NC2=C(Cl)C(=CC=C2)SC3=NC=C(N=C3N)N4CCC(C)(N)CC4)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,1
160,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)COCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
